date,pair,side,net_return,pnl,equity,peak,drawdown
2022-09-09,GBPUSD=X,SHORT,0.009841712870235364,307.2122961331322,104358.30590276372,104636.84807131738,-0.0026619892866402983
2022-09-09,USDJPY=X,LONG,0.016831341220864986,526.9470767642474,104885.25297952797,104885.25297952797,0.0
2022-09-14,EURJPY=X,LONG,0.02409511719180936,758.1667386702894,105643.41971819826,105643.41971819826,0.0
2022-09-27,GBPUSD=X,SHORT,0.049724681724739275,1575.925626540136,107219.3453447384,107219.3453447384,0.0
2022-09-29,GBPJPY=X,SHORT,-0.010250099379189035,-329.70268354654735,106889.64266119184,107219.3453447384,-0.0030750298137567356
2022-10-21,EURJPY=X,LONG,-0.016662191136305078,-534.3046969536383,106355.3379642382,107219.3453447384,-0.008058316134296306
2022-10-21,USDJPY=X,LONG,-0.0039849255073193,-127.14542972797726,106228.19253451024,107219.3453447384,-0.009244160249639144
2022-10-26,USDJPY=X,LONG,-0.0043965575429411,-140.1115083481801,106088.08102616205,107219.3453447384,-0.010550934767779352
2023-01-03,EURUSD=X,LONG,-0.0031516302824909394,-100.30512263202142,105987.77590353003,107219.3453447384,-0.011486448058869891
2023-01-05,GBPJPY=X,SHORT,-0.010620312894298864,-337.68700291989546,105650.08890061014,107219.3453447384,-0.014635945025430641
2023-01-31,EURUSD=X,LONG,-0.0005919778797677155,-18.762754687396153,105631.32614592274,107219.3453447384,-0.014810939142649637
2023-02-06,EURUSD=X,LONG,-0.009048383474994539,-286.73782378215776,105344.58832214058,107219.3453447384,-0.01748524966805176
2023-03-09,EURJPY=X,LONG,-0.0022685818629598394,-71.69484672857371,105272.89347541201,107219.3453447384,-0.018153924210859818
2023-03-09,USDJPY=X,LONG,-4.372349329379847e-05,-1.3808695955672814,105271.51260581645,107219.3453447384,-0.018166803132952825
2023-03-10,GBPUSD=X,SHORT,-0.015171263503577597,-479.13055714890953,104792.38204866754,107219.3453447384,-0.022635498176821867
2023-04-17,EURUSD=X,LONG,0.009125492864573172,286.8846403940224,105079.26668906157,107219.3453447384,-0.01995981834057947
2023-04-26,EURJPY=X,LONG,-0.0006516457238899681,-20.542336442226162,105058.72435261933,107219.3453447384,-0.020151410038665052
2023-05-03,USDJPY=X,LONG,-4.396699434087749e-05,-1.3857349017214267,105057.33861771761,107219.3453447384,-0.020164334337888
2023-06-01,USDJPY=X,LONG,0.002252866116607267,71.00403554183764,105128.34265325945,107219.3453447384,-0.01950210276658404
2023-06-23,EURUSD=X,LONG,-0.004711425341665172,-148.59130131114782,104979.7513519483,107219.3453447384,-0.020887965558726407
2023-07-06,EURJPY=X,LONG,0.015492391079103657,487.9162089994332,105467.66756094774,107219.3453447384,-0.016337329594380057
