run_id,pullback_pct,tp_pct,sl_pct,hold_days,rsi_long_max,rsi_short_min,trades,long_trades,short_trades,win_rate,avg_return,median_return,total_return_sum,profit_factor,final_equity,total_equity_return,max_drawdown,score,wf_id
607,0.005,0.01,0.006,9,40,50,70,8,62,0.471429,0.00126965,-0.00232158,0.08887539,1.420903,102683.05,0.02683052,-0.00908362,0.03226011,1
499,0.005,0.008,0.006,9,40,50,71,8,63,0.507042,0.00112976,0.00483378,0.080213,1.396492,102419.71,0.02419708,-0.00908364,0.02822777,1
283,0.003,0.01,0.006,9,40,50,74,8,66,0.459459,0.00109012,-0.00439393,0.08066865,1.351765,102429.59,0.0242959,-0.00908362,0.02793018,1
604,0.005,0.01,0.006,9,35,50,62,0,62,0.467742,0.00116553,-0.00439393,0.07226271,1.378184,102174.67,0.02174672,-0.00792417,0.02706266,1
496,0.005,0.008,0.006,9,35,50,63,0,63,0.507937,0.00108906,0.00483378,0.06861087,1.376505,102065.52,0.02065515,-0.00727371,0.02572679,1
598,0.005,0.01,0.006,7,40,50,70,8,62,0.485714,0.00106076,-0.00065855,0.07425327,1.362819,102235.0,0.02235003,-0.00908362,0.02569075,1
490,0.005,0.008,0.006,7,40,50,71,8,63,0.521127,0.00103012,0.00240507,0.07313864,1.368424,102203.26,0.02203262,-0.00908364,0.02506693,1
922,0.007,0.01,0.006,7,40,50,56,8,48,0.5,0.00120274,-0.00100194,0.06735358,1.403564,102026.5,0.02026502,-0.00908362,0.02502555,1
218,0.003,0.01,0.004,4,35,55,31,0,31,0.483871,0.00146837,-0.00403266,0.04551958,1.701294,101369.33,0.01369329,-0.00554821,0.02393845,1
595,0.005,0.01,0.006,7,35,50,62,0,62,0.467742,0.00104172,-0.00216203,0.06458679,1.346369,101940.48,0.01940483,-0.00792417,0.02348271,1
919,0.007,0.01,0.006,7,35,50,48,0,48,0.479167,0.00120181,-0.00454311,0.05768711,1.387921,101732.58,0.01732582,-0.00792417,0.02300463,1
487,0.005,0.008,0.006,7,35,50,63,0,63,0.507937,0.00099383,0.00240507,0.06261121,1.347204,101882.43,0.01882432,-0.00727371,0.02294364,1
280,0.003,0.01,0.006,9,35,50,66,0,66,0.454545,0.00097054,-0.00603249,0.06405596,1.306123,101922.46,0.01922465,-0.00826942,0.02231456,1
925,0.007,0.01,0.006,7,45,50,65,17,48,0.492308,0.00103921,-0.00305379,0.06754853,1.342456,102030.26,0.02030257,-0.01088324,0.02198807,1
274,0.003,0.01,0.006,7,40,50,74,8,66,0.472973,0.00091151,-0.00216203,0.0674515,1.302707,102025.59,0.02025594,-0.00968024,0.02162682,1
391,0.005,0.006,0.006,9,40,50,77,8,69,0.571429,0.000866,0.00590724,0.06668163,1.34293,102008.07,0.02008066,-0.00926668,0.02132727,1
221,0.003,0.01,0.004,4,40,55,39,8,31,0.461538,0.00122941,-0.00403405,0.04794718,1.562366,101441.87,0.01441866,-0.00676461,0.02130112,1
931,0.007,0.01,0.006,9,40,50,56,8,48,0.446429,0.00105488,-0.00439391,0.05907344,1.33812,101772.93,0.01772928,-0.00908362,0.02101121,1
175,0.003,0.008,0.006,9,40,50,78,8,70,0.487179,0.00084412,-0.00104031,0.06584172,1.28313,101977.67,0.0197767,-0.00921492,0.02084601,1
284,0.003,0.01,0.006,9,40,55,37,8,29,0.459459,0.00137806,-0.00188776,0.0509884,1.47005,101531.45,0.01531455,-0.01152795,0.01987284,1
271,0.003,0.01,0.006,7,35,50,66,0,66,0.454545,0.00087553,-0.00454313,0.05778503,1.282375,101731.68,0.01731677,-0.00792417,0.01973274,1
814,0.007,0.008,0.006,7,40,50,57,8,49,0.526316,0.00096849,0.00240507,0.05520384,1.343296,101657.88,0.01657882,-0.00908364,0.01899679,1
388,0.005,0.006,0.006,9,35,50,69,0,69,0.565217,0.00080072,0.00590703,0.05524953,1.313458,101660.12,0.01660122,-0.00745709,0.01864273,1
589,0.005,0.01,0.006,5,40,50,70,8,62,0.5,0.00086886,-7.275e-05,0.0608202,1.306048,101825.46,0.01825455,-0.01051429,0.01853173,1
715,0.007,0.006,0.006,9,40,50,61,8,53,0.57377,0.00091305,0.00590724,0.05569582,1.366637,101675.07,0.01675066,-0.00922528,0.01850089,1
236,0.003,0.01,0.004,7,35,55,31,0,31,0.419355,0.00125431,-0.00403266,0.03888358,1.563634,101167.43,0.01167431,-0.00741068,0.01828886,1
230,0.003,0.01,0.004,5,40,55,39,8,31,0.410256,0.00108673,-0.00403405,0.04238251,1.466358,101272.29,0.01272293,-0.00676461,0.01817855,1
227,0.003,0.01,0.004,5,35,55,31,0,31,0.419355,0.0012463,-0.00403266,0.03863536,1.547801,101159.87,0.01159867,-0.00741068,0.01813314,1
823,0.007,0.008,0.006,9,40,50,57,8,49,0.491228,0.00093053,-0.00019287,0.05304029,1.319781,101591.52,0.01591517,-0.00908364,0.01795357,1
172,0.003,0.008,0.006,9,35,50,70,0,70,0.485714,0.00077485,-0.00311267,0.05423959,1.255277,101625.01,0.01625006,-0.00795036,0.01763829,1
811,0.007,0.008,0.006,7,35,50,49,0,49,0.510204,0.00091176,0.00240507,0.0446764,1.313262,101338.76,0.01338764,-0.00727371,0.0166863,1
608,0.005,0.01,0.006,9,40,55,33,8,25,0.454545,0.00122622,-0.00188776,0.0404651,1.408456,101212.55,0.01212547,-0.00973502,0.01659961,1
913,0.007,0.01,0.006,5,40,50,56,8,48,0.5,0.00083715,-7.275e-05,0.04688014,1.292031,101403.58,0.0140358,-0.00728653,0.01657802,1
239,0.003,0.01,0.004,7,40,55,39,8,31,0.410256,0.00101086,-0.00403405,0.03942337,1.441279,101182.54,0.01182539,-0.00676461,0.01652226,1
67,0.003,0.006,0.006,9,40,50,84,8,76,0.559524,0.00071798,0.00590702,0.06031036,1.275826,101812.12,0.01812119,-0.01102494,0.01648103,1
166,0.003,0.008,0.006,7,40,50,78,8,70,0.5,0.00070714,-0.00011018,0.05515727,1.241114,101652.21,0.0165221,-0.00908364,0.01632664,1
610,0.005,0.01,0.006,9,45,50,84,22,62,0.440476,0.00074373,-0.00603249,0.06247297,1.233524,101870.05,0.01870051,-0.01226412,0.01632647,1
245,0.003,0.01,0.004,9,35,55,31,0,31,0.387097,0.00115286,-0.00403421,0.03573875,1.463731,101071.52,0.01071517,-0.00741068,0.01631526,1
706,0.007,0.006,0.006,7,40,50,61,8,53,0.57377,0.00083316,0.00590703,0.05082254,1.328372,101526.57,0.01526574,-0.00922528,0.01621708,1
382,0.005,0.006,0.006,7,40,50,77,8,69,0.558442,0.00070871,0.00590702,0.05457044,1.274807,101638.31,0.0163831,-0.00926668,0.01605682,1
586,0.005,0.01,0.006,5,35,50,62,0,62,0.5,0.00079007,-0.00025426,0.0489845,1.273429,101466.28,0.01466281,-0.00838493,0.01585559,1
712,0.007,0.006,0.006,9,35,50,53,0,53,0.566038,0.00083516,0.00590703,0.04426372,1.331013,101328.26,0.01328258,-0.00741562,0.01570173,1
928,0.007,0.01,0.006,9,35,50,48,0,48,0.4375,0.0008846,-0.00603247,0.04246075,1.274586,101269.05,0.01269054,-0.00792417,0.01519719,1
934,0.007,0.01,0.006,9,45,50,65,17,48,0.430769,0.00080694,-0.00603251,0.05245124,1.248445,101568.58,0.01568581,-0.01088324,0.01504864,1
820,0.007,0.008,0.006,9,35,50,49,0,49,0.489796,0.00084568,-0.00019287,0.04143816,1.284235,101240.19,0.01240189,-0.00727371,0.01503968,1
542,0.005,0.01,0.004,4,35,55,27,0,27,0.444444,0.00101391,-0.00403405,0.02737569,1.449719,100820.05,0.00820054,-0.00434292,0.01486534,1
481,0.005,0.008,0.006,5,40,50,71,8,63,0.507042,0.00070723,0.00124538,0.05021333,1.251624,101503.83,0.01503832,-0.00908364,0.01484371,1
601,0.005,0.01,0.006,7,45,50,84,22,62,0.464286,0.00068437,-0.00216203,0.05748689,1.226571,101719.33,0.01719332,-0.0119714,0.01445988,1
958,0.007,0.01,0.008,7,40,50,54,8,46,0.555556,0.00086698,0.00172749,0.04681706,1.257353,101398.24,0.01398245,-0.01035461,0.01436859,1
703,0.007,0.006,0.006,7,35,50,53,0,53,0.566038,0.00078118,0.00590703,0.0414028,1.303133,101241.28,0.01241285,-0.00741562,0.0142922,1
361,0.005,0.006,0.006,4,35,50,69,0,69,0.565217,0.00065729,0.00361647,0.04535271,1.269105,101359.76,0.01359763,-0.00738299,0.01426409,1
379,0.005,0.006,0.006,7,35,50,69,0,69,0.550725,0.00065436,0.00590702,0.0451507,1.250296,101352.71,0.01352706,-0.00745709,0.01410497,1
281,0.003,0.01,0.006,9,35,55,29,0,29,0.448276,0.00118537,-0.00337065,0.03437572,1.388873,101028.78,0.01028776,-0.01037136,0.01384437,1
64,0.003,0.006,0.006,9,35,50,76,0,76,0.552632,0.00064313,0.00590695,0.04887826,1.243824,101464.84,0.01464843,-0.00918067,0.01373524,1
910,0.007,0.01,0.006,5,35,50,48,0,48,0.5,0.00073009,-0.00048663,0.03504445,1.248626,101045.89,0.01045893,-0.00556948,0.01330427,1
694,0.007,0.006,0.006,5,35,50,53,0,53,0.566038,0.00074163,0.00590667,0.03930629,1.289554,101177.77,0.01177769,-0.00741562,0.01326148,1
163,0.003,0.008,0.006,7,35,50,70,0,70,0.485714,0.00063757,-0.00216203,0.04462984,1.211945,101333.11,0.0133311,-0.00834859,0.01302792,1
545,0.005,0.01,0.004,4,40,55,35,8,27,0.428571,0.00085152,-0.00403421,0.02980329,1.366924,100892.2,0.00892198,-0.00556079,0.01298857,1
110,0.003,0.008,0.004,4,35,55,32,0,32,0.46875,0.00093125,-0.00403335,0.02980002,1.431882,100893.44,0.00893439,-0.00665395,0.01292373,1
364,0.005,0.006,0.006,4,40,50,77,8,69,0.558442,0.0006129,0.0031149,0.04719337,1.25185,101414.72,0.01414724,-0.00923061,0.01289176,1
697,0.007,0.006,0.006,5,40,50,61,8,53,0.557377,0.00071193,0.00590667,0.0434279,1.279591,101301.8,0.013018,-0.00922528,0.0127571,1
685,0.007,0.006,0.006,4,35,50,53,0,53,0.566038,0.0007132,0.00590205,0.03779935,1.288036,101132.45,0.01132446,-0.00733237,0.01259052,1
1198,0.01,0.01,0.004,5,35,50,30,0,30,0.366667,0.00093153,-0.00403521,0.02794595,1.360925,100835.84,0.00835836,-0.00678713,0.01224398,1
128,0.003,0.008,0.004,7,35,55,32,0,32,0.4375,0.00097093,-0.00403335,0.03106969,1.425421,100931.38,0.00931379,-0.00859789,0.01214476,1
554,0.005,0.01,0.004,5,40,55,35,8,27,0.4,0.00080218,-0.00403421,0.0280763,1.329314,100839.56,0.00839563,-0.00556079,0.01196879,1
478,0.005,0.008,0.006,5,35,50,63,0,63,0.507937,0.00066312,0.00124538,0.04177666,1.232121,101248.7,0.01248701,-0.00897812,0.01193573,1
248,0.003,0.01,0.004,9,40,55,39,8,31,0.358974,0.00079925,-0.00403451,0.03117085,1.307171,100931.76,0.00931763,-0.00676461,0.01189846,1
643,0.005,0.01,0.008,9,40,50,66,8,58,0.484848,0.00069285,-0.00045495,0.04572793,1.189329,101360.11,0.01360114,-0.01117047,0.01159324,1
370,0.005,0.006,0.006,5,35,50,69,0,69,0.550725,0.00057263,0.00590546,0.03951126,1.219461,101181.64,0.01181636,-0.00745709,0.01157695,1
1216,0.01,0.01,0.004,9,35,50,30,0,30,0.366667,0.00089064,-0.00403521,0.02671933,1.345083,100798.8,0.00798797,-0.00678713,0.01146472,1
551,0.005,0.01,0.004,5,35,55,27,0,27,0.407407,0.00090108,-0.00403405,0.02432915,1.374841,100727.62,0.00727616,-0.00620764,0.01132085,1
373,0.005,0.006,0.006,5,40,50,77,8,69,0.545455,0.00056666,0.00590546,0.04363287,1.218583,101305.67,0.01305671,-0.00926668,0.01130997,1
688,0.007,0.006,0.006,4,40,50,61,8,53,0.557377,0.00064984,0.00445398,0.03964001,1.264113,101187.28,0.01187284,-0.00914219,0.01105745,1
569,0.005,0.01,0.004,9,35,55,27,0,27,0.37037,0.00088446,-0.00403421,0.02388042,1.346108,100713.64,0.0071364,-0.00620764,0.01101489,1
967,0.007,0.01,0.008,9,40,50,54,8,46,0.481481,0.00075868,-0.00045495,0.04096848,1.21218,101219.58,0.01219582,-0.01117047,0.0108462,1
1189,0.01,0.01,0.004,4,35,50,30,0,30,0.4,0.00092173,-0.00403391,0.02765199,1.377056,100827.42,0.00827415,-0.00831011,0.01084339,1
805,0.007,0.008,0.006,5,40,50,57,8,49,0.508772,0.00066353,0.00124538,0.03782146,1.234391,101129.97,0.01129969,-0.00908364,0.01066812,1
58,0.003,0.006,0.006,7,40,50,84,8,76,0.547619,0.00055463,0.00590606,0.04658907,1.209121,101394.16,0.0139416,-0.01108685,0.01061844,1
157,0.003,0.008,0.006,5,40,50,79,8,71,0.493671,0.0005686,-0.00139088,0.04491928,1.196978,101341.2,0.01341202,-0.01079147,0.01046483,1
817,0.007,0.008,0.006,7,45,50,67,18,49,0.507463,0.00064191,0.00045238,0.04300812,1.218052,101284.76,0.01284756,-0.01105306,0.01042423,1
37,0.003,0.006,0.006,4,35,50,77,0,77,0.545455,0.00053687,0.00361647,0.04133874,1.213934,101236.51,0.0123651,-0.00918067,0.01038923,1
275,0.003,0.01,0.006,7,40,55,37,8,29,0.486486,0.00093036,-4.685e-05,0.03442322,1.339807,101029.69,0.01029689,-0.01152795,0.0103781,1
493,0.005,0.008,0.006,7,45,50,87,24,63,0.494253,0.00059654,-0.00047355,0.05189866,1.204592,101551.41,0.01551412,-0.01394103,0.01032666,1
955,0.007,0.01,0.008,7,35,50,46,0,46,0.521739,0.00074617,0.00158691,0.03432373,1.207037,101020.52,0.0102052,-0.00964241,0.00995296,1
1207,0.01,0.01,0.004,7,35,50,30,0,30,0.366667,0.00080969,-0.00403521,0.02429062,1.313716,100725.46,0.00725461,-0.00678713,0.00992178,1
560,0.005,0.01,0.004,7,35,55,27,0,27,0.37037,0.00081996,-0.00403405,0.02213894,1.34085,100661.48,0.00661477,-0.00620764,0.00984827,1
605,0.005,0.01,0.006,9,35,55,25,0,25,0.44,0.0009541,-0.00603266,0.02385242,1.301958,100711.45,0.00711447,-0.00857634,0.00979437,1
176,0.003,0.008,0.006,9,40,55,38,8,30,0.473684,0.00090585,-0.00104031,0.03442249,1.317331,101029.97,0.01029965,-0.01211926,0.0096628,1
46,0.003,0.006,0.006,5,35,50,77,0,77,0.545455,0.0005162,0.00590546,0.03974767,1.194608,101187.48,0.01187482,-0.00923367,0.00964992,1
113,0.003,0.008,0.004,4,40,55,40,8,32,0.45,0.00070569,-0.00403413,0.02822762,1.315914,100844.87,0.00844873,-0.00735878,0.00961861,1
49,0.003,0.006,0.006,5,40,50,85,8,77,0.541176,0.00051611,0.00590546,0.04386928,1.195999,101311.52,0.01311524,-0.01107784,0.00941406,1
916,0.007,0.01,0.006,5,45,50,66,18,48,0.5,0.00065734,-7.275e-05,0.04338432,1.227278,101295.52,0.01295522,-0.01271769,0.00935444,1
472,0.005,0.008,0.006,4,40,50,71,8,63,0.492958,0.00057398,-0.00066734,0.04075291,1.213396,101217.31,0.01217311,-0.01084901,0.00923375,1
131,0.003,0.008,0.004,7,40,55,40,8,32,0.425,0.00069024,-0.00403413,0.02760949,1.295654,100825.71,0.00825711,-0.00745741,0.00919355,1
40,0.003,0.006,0.006,4,40,50,85,8,77,0.541176,0.00050799,0.00293771,0.04317939,1.203593,101291.4,0.01291405,-0.01102494,0.00917402,1
137,0.003,0.008,0.004,9,35,55,32,0,32,0.40625,0.00081823,-0.00403413,0.02618339,1.339742,100783.46,0.00783462,-0.00859789,0.00913862,1
802,0.007,0.008,0.006,5,35,50,49,0,49,0.510204,0.00059969,0.00124538,0.0293848,1.207254,100875.78,0.00875777,-0.00727371,0.0089357,1
2,0.003,0.006,0.004,4,35,55,33,0,33,0.515152,0.00072017,0.00224994,0.0237657,1.365818,100712.09,0.00712089,-0.00673799,0.00893223,1
563,0.005,0.01,0.004,7,40,55,35,8,27,0.371429,0.00064796,-0.00403421,0.02267874,1.265858,100676.51,0.00676509,-0.00556079,0.00879609,1
55,0.003,0.006,0.006,7,35,50,76,0,76,0.539474,0.00048907,0.00590606,0.03716933,1.181671,101109.24,0.01109243,-0.00924269,0.00858897,1
1258,0.01,0.01,0.006,9,45,50,36,8,28,0.444444,0.00081382,-0.00603265,0.02929756,1.241233,100872.87,0.00872874,-0.01040839,0.00854024,1
580,0.005,0.01,0.006,4,40,50,71,8,63,0.492958,0.00059212,-0.00066734,0.04204037,1.220138,101255.43,0.01255425,-0.01265039,0.00835512,1
500,0.005,0.008,0.006,9,40,55,34,8,26,0.470588,0.00082056,-0.00104031,0.02789919,1.281613,100833.24,0.00833236,-0.01032741,0.00827607,1
1255,0.01,0.01,0.006,9,40,50,34,6,28,0.441176,0.00074791,-0.00603265,0.02542892,1.220363,100756.48,0.00756482,-0.00860791,0.00815758,1
1250,0.01,0.01,0.006,7,45,55,20,8,12,0.5,0.00103403,-0.00133424,0.02068059,1.340467,100617.34,0.00617338,-0.01090167,0.00779234,1
634,0.005,0.01,0.008,7,40,50,67,8,59,0.522388,0.00059428,0.00077112,0.03981706,1.171864,101181.9,0.01181901,-0.01247338,0.00778315,1
961,0.007,0.01,0.008,7,45,50,63,17,46,0.539683,0.00068521,0.00077112,0.04316806,1.199749,101284.74,0.01284744,-0.01491474,0.00776772,1
119,0.003,0.008,0.004,5,35,55,32,0,32,0.40625,0.00073662,-0.00403335,0.02357196,1.315891,100704.85,0.00704848,-0.00859789,0.0075364,1
502,0.005,0.008,0.006,9,45,50,87,24,63,0.471264,0.00057063,-0.00188776,0.04964519,1.187511,101481.93,0.01481932,-0.01642357,0.0073868,1
154,0.003,0.008,0.006,5,35,50,71,0,71,0.492958,0.00051384,-0.00175389,0.03648261,1.175008,101086.48,0.0108648,-0.01079147,0.00737002,1
469,0.005,0.008,0.006,4,35,50,63,0,63,0.492063,0.00052242,-0.00085632,0.03291225,1.19122,100980.9,0.00980905,-0.0095976,0.00735514,1
320,0.003,0.01,0.008,9,40,55,36,8,28,0.5,0.00089875,3.827e-05,0.03235508,1.271872,100964.61,0.00964611,-0.01410633,0.00734856,1
808,0.007,0.008,0.006,5,45,50,67,18,49,0.507463,0.0005351,0.00124538,0.03585199,1.187006,101068.48,0.01068481,-0.01088326,0.00732925,1
20,0.003,0.006,0.004,7,35,55,33,0,33,0.484848,0.00063744,-0.00403235,0.02103537,1.304868,100629.39,0.00629386,-0.00673799,0.00727782,1
266,0.003,0.01,0.006,5,40,55,37,8,29,0.459459,0.00077314,-0.00158774,0.02860631,1.275372,100853.74,0.00853737,-0.01154886,0.00702971,1
257,0.003,0.01,0.006,4,40,55,37,8,29,0.486486,0.00071551,-0.00066734,0.0264739,1.260755,100789.71,0.0078971,-0.01023883,0.00686114,1
577,0.005,0.01,0.006,4,35,50,63,0,63,0.492063,0.0005295,-0.00085632,0.03335836,1.193812,100993.58,0.00993577,-0.0104658,0.00685811,1
1259,0.01,0.01,0.006,9,45,55,20,8,12,0.45,0.00097543,-0.00604319,0.01950853,1.291897,100581.35,0.00581354,-0.01090167,0.00684647,1
122,0.003,0.008,0.004,5,40,55,40,8,32,0.4,0.00058298,-0.00403413,0.02331911,1.245536,100696.18,0.00696184,-0.00745741,0.00682569,1
572,0.005,0.01,0.004,9,40,55,35,8,27,0.342857,0.00055179,-0.00403451,0.01931252,1.206758,100574.38,0.00574381,-0.00556079,0.00681303,1
884,0.007,0.01,0.004,7,35,55,22,0,22,0.363636,0.00078815,-0.00403428,0.01733922,1.305068,100517.27,0.00517272,-0.00796982,0.00667833,1
265,0.003,0.01,0.006,5,40,50,76,8,68,0.473684,0.00059558,-0.00157239,0.04526394,1.204258,101350.55,0.01350547,-0.01613932,0.0065498,1
286,0.003,0.01,0.006,9,45,50,91,25,66,0.428571,0.00051792,-0.00603257,0.04713089,1.158248,101400.85,0.01400853,-0.01635373,0.00610477,1
452,0.005,0.008,0.004,7,35,55,28,0,28,0.392857,0.00065447,-0.00403413,0.01832506,1.26559,100546.87,0.00546866,-0.00739629,0.00609629,1
461,0.005,0.008,0.004,9,35,55,28,0,28,0.392857,0.00065447,-0.00403413,0.01832506,1.26559,100546.87,0.00546866,-0.00739629,0.00609629,1
256,0.003,0.01,0.006,4,40,50,78,8,70,0.474359,0.00054824,-0.00076183,0.04276266,1.200346,101275.77,0.01275765,-0.01542186,0.00590255,1
434,0.005,0.008,0.004,4,35,55,28,0,28,0.428571,0.00055915,-0.00403413,0.01565612,1.240992,100466.91,0.00466907,-0.00545,0.00590055,1
272,0.003,0.01,0.006,7,35,55,29,0,29,0.448276,0.00085368,-0.00127026,0.02475675,1.297865,100738.64,0.0073864,-0.01253883,0.00589215,1
700,0.007,0.006,0.006,5,45,50,71,18,53,0.549296,0.00049941,0.00590205,0.03545844,1.190964,101058.52,0.01058516,-0.01243354,0.00563248,1
1252,0.01,0.01,0.006,9,35,50,28,0,28,0.428571,0.00060173,-0.00603265,0.01684857,1.173326,100499.06,0.00499062,-0.00679712,0.00557027,1
484,0.005,0.008,0.006,5,45,50,87,24,63,0.505747,0.00045437,0.00030055,0.03953017,1.159295,101176.48,0.01176484,-0.01370125,0.00534754,1
904,0.007,0.01,0.006,4,40,50,57,8,49,0.473684,0.00052615,-0.00157407,0.02999075,1.187715,100892.26,0.0089226,-0.01115928,0.00525671,1
173,0.003,0.008,0.006,9,35,55,30,0,30,0.466667,0.00076068,-0.00178176,0.02282036,1.258152,100680.58,0.00680579,-0.01155503,0.00516855,1
644,0.005,0.01,0.008,9,40,55,32,8,24,0.5,0.00074474,3.827e-05,0.02383178,1.221479,100708.02,0.00708018,-0.01172404,0.00514837,1
878,0.007,0.01,0.004,5,40,55,30,8,22,0.366667,0.00061635,-0.00403443,0.01849045,1.239548,100550.73,0.00550727,-0.00852497,0.00485078,1
796,0.007,0.008,0.006,4,40,50,57,8,49,0.473684,0.00046362,-0.00157407,0.02642661,1.165407,100785.43,0.00785432,-0.00960702,0.00480495,1
875,0.007,0.01,0.004,5,35,55,22,0,22,0.363636,0.00067015,-0.00403428,0.0147433,1.259395,100439.1,0.00439101,-0.00796982,0.00471665,1
826,0.007,0.008,0.006,9,45,50,67,18,49,0.462687,0.00051247,-0.00603242,0.03433564,1.164795,101021.01,0.01021014,-0.01338874,0.00462387,1
887,0.007,0.01,0.004,7,40,55,30,8,22,0.366667,0.00059597,-0.00403443,0.01787902,1.231627,100532.28,0.00532283,-0.00852497,0.00446253,1
253,0.003,0.01,0.006,4,35,50,70,0,70,0.471429,0.00048687,-0.0012152,0.03408065,1.175142,101013.86,0.01013864,-0.01324341,0.00441258,1
326,0.005,0.006,0.004,4,35,55,29,0,29,0.482759,0.00046972,-0.00403266,0.0136218,1.223562,100406.49,0.00406489,-0.00553414,0.00433475,1
29,0.003,0.006,0.004,9,35,55,33,0,33,0.454545,0.00048937,-0.00403266,0.01614907,1.221118,100481.91,0.00481912,-0.00673799,0.00432238,1
277,0.003,0.01,0.006,7,45,50,91,25,66,0.450549,0.00047857,-0.00603247,0.04354978,1.153327,101293.47,0.01293467,-0.01694789,0.00416205,1
1211,0.01,0.01,0.004,7,40,55,20,6,14,0.35,0.00056239,-0.00405551,0.01124782,1.212299,100334.27,0.00334266,-0.00612037,0.00407027,1
709,0.007,0.006,0.006,7,45,50,71,18,53,0.549296,0.00045953,0.00590546,0.03262682,1.170639,100972.39,0.00972394,-0.01282788,0.00405696,1
599,0.005,0.01,0.006,7,40,55,33,8,25,0.454545,0.00059632,-0.00127026,0.01967858,1.206562,100584.85,0.00584847,-0.00973502,0.00402366,1
1243,0.01,0.01,0.006,7,35,50,28,0,28,0.428571,0.000515,-0.00603265,0.01441987,1.148342,100425.94,0.00425943,-0.00679712,0.00397169,1
11,0.003,0.006,0.004,5,35,55,33,0,33,0.454545,0.00047084,-0.00403235,0.01553764,1.220124,100463.67,0.00463667,-0.00673799,0.00395465,1
392,0.005,0.006,0.006,9,40,55,35,8,27,0.542857,0.00061985,0.00590724,0.02169484,1.238021,100647.43,0.00647435,-0.01091979,0.00393704,1
751,0.007,0.006,0.008,9,40,50,59,8,51,0.610169,0.00051195,0.00590724,0.03020509,1.169954,100898.17,0.00898167,-0.01271043,0.00393283,1
167,0.003,0.008,0.006,7,40,55,38,8,30,0.5,0.00067027,-0.00020979,0.0254703,1.237269,100759.51,0.0075951,-0.01317849,0.00375501,1
140,0.003,0.008,0.004,9,40,55,40,8,32,0.375,0.00044039,-0.00403443,0.01761549,1.173589,100523.73,0.00523728,-0.00745741,0.00367522,1
1201,0.01,0.01,0.004,5,40,50,36,6,30,0.333333,0.00048655,-0.00404594,0.01751574,1.179133,100519.99,0.00519988,-0.00800201,0.00366376,1
23,0.003,0.006,0.004,7,40,55,41,8,33,0.463415,0.00045043,-0.00403266,0.01846747,1.206687,100551.04,0.00551042,-0.00795293,0.00365234,1
455,0.005,0.008,0.004,7,40,55,36,8,28,0.388889,0.00041291,-0.00403428,0.01486485,1.166368,100441.6,0.004416,-0.00625443,0.00354158,1
5,0.003,0.006,0.004,4,40,55,41,8,33,0.487805,0.00044374,-0.00403266,0.01819329,1.213242,100543.14,0.00543137,-0.00795293,0.00350641,1
631,0.005,0.01,0.008,7,35,50,59,0,59,0.491525,0.00046311,-4.685e-05,0.02732372,1.126766,100804.98,0.00804982,-0.01148175,0.00349556,1
344,0.005,0.006,0.004,7,35,55,29,0,29,0.448276,0.00042382,-0.00403266,0.01229074,1.189196,100366.14,0.00366139,-0.00553414,0.00347226,1
353,0.005,0.006,0.004,9,35,55,29,0,29,0.448276,0.00042382,-0.00403266,0.01229074,1.189196,100366.14,0.00366139,-0.00553414,0.00347226,1
254,0.003,0.01,0.006,4,35,55,29,0,29,0.482759,0.00061351,-0.00169594,0.01779189,1.21521,100529.07,0.00529066,-0.01013353,0.00331897,1
640,0.005,0.01,0.008,9,35,50,58,0,58,0.465517,0.0004619,-0.00173622,0.0267901,1.119863,100788.05,0.00788046,-0.01148175,0.00331404,1
497,0.005,0.008,0.006,9,35,55,26,0,26,0.461538,0.00062681,-0.00311276,0.01629706,1.20631,100484.53,0.0048453,-0.00976215,0.00330367,1
68,0.003,0.006,0.006,9,40,55,39,8,31,0.538462,0.00062098,0.00590724,0.02421814,1.24085,100723.11,0.00723114,-0.01271057,0.00327246,1
901,0.007,0.01,0.006,4,35,50,49,0,49,0.469388,0.00043487,-0.00169594,0.02130875,1.151221,100631.35,0.00631351,-0.00935315,0.00317972,1
319,0.003,0.01,0.008,9,40,50,70,8,62,0.471429,0.0004503,-0.0013024,0.03152119,1.118636,100927.7,0.00927698,-0.01325558,0.00317554,1
437,0.005,0.008,0.004,4,40,55,36,8,28,0.416667,0.00039121,-0.00403428,0.01408372,1.165075,100418.55,0.00418546,-0.00615568,0.00317307,1
1193,0.01,0.01,0.004,4,40,55,20,6,14,0.35,0.00050406,-0.00405551,0.0100813,1.190281,100299.2,0.00299202,-0.00612037,0.00313637,1
262,0.003,0.01,0.006,5,35,50,68,0,68,0.470588,0.00049159,-0.00198626,0.03342824,1.165468,100993.05,0.00993047,-0.01471738,0.00307249,1
592,0.005,0.01,0.006,5,45,50,85,23,62,0.494118,0.00047875,-0.00139088,0.04069363,1.164533,101210.21,0.01210209,-0.01734854,0.00301075,1
1219,0.01,0.01,0.004,9,40,50,36,6,30,0.333333,0.00045248,-0.00404594,0.01628912,1.166589,100483.07,0.00483066,-0.00800201,0.00295381,1
866,0.007,0.01,0.004,4,35,55,22,0,22,0.363636,0.00055539,-0.00403428,0.01221867,1.214976,100363.31,0.00363307,-0.00796982,0.00281115,1
443,0.005,0.008,0.004,5,35,55,28,0,28,0.392857,0.00047378,-0.00403413,0.01326575,1.192264,100394.62,0.0039462,-0.00739629,0.00276694,1
